,0
229,@ABC @maggieNYT Sometimes I think his off the cuff remarks will be exhibit A-Z at his federal trial for collusion a… https://t.co/fWkeNnCyDO
230,"""THE SPIRITUALIST""                   Brings you Psychic Gossip from Hollywierd: BF Meme from CPAC...… https://t.co/RUhbNLUiQn"
231,"@anamariecox @POTUS Donnie & @CPAC & @NRA is proving
there IS such a thing as #Mentality_Illness

(Yes there is als… https://t.co/scnQvNFLvs"
232,"""Do you #hate people?”
“I don't hate them...I just feel better when they're not around."" - C.B"
233,@Acosta meanwhile @realDonaldTrump has hit 50% approval while your network sponsors a #hate rally with scripted que… https://t.co/wpkE245vkA
234,#Loving your #wife: Don't speak or act in ways that might embitter/cause her to become angry/hostile. Don't intenti… https://t.co/kiHfKaKNf6
235,Send custom and anonymous comments on #instagram and #facebook... and boost them into the spotlight! contact us for… https://t.co/97kL7nY6Zp
236,"Riding the #JTrain and it’s going smoothly thank you #MTA 🙏🏿
Have a Good Friday #NYC 😁 🎶🎶
#NowPlaying #Indikut… https://t.co/KJv8JXhsLw"
237,The #Hate #journey – The #love #journey ... #You #choose
238,Gaurd your ear gate. In comes junk out goes junk. In comes love and peace out goes love and peace. #FridayFeeling… https://t.co/Ee1fOOH2eS
239,My allergies have been going off all week. I guess I’m just allergic to Tucson 🤷🏼‍♀️ #hAte
240,@NBCNews @MSNBC Should read: #RussianPuppet @realDonaldTrump speaks to group of unethical immoral heartless so… https://t.co/vK2Yk3DTLe
241,"#IStandWithEmma
#NeverAgain

@POTUS Donnie and his Cronies @NRA & @CPAC are terrified of #Truth which is why they a… https://t.co/VNtMvLA9sy"
242, @unleashed1969: Sure wish @FCC  would at least try to help America and stop @CNN  from spreading #hate https://t.co/xgO6rYckIm
243,LIVE: Stolc Calm when people don't love you Any More on #spreaker #anger #hate #love #need #opinion https://t.co/TeF2X7Fbqg
244," @peteharper7zero: Recipe for #global coup d'etat/government: 
1.Control monetary system apply #debt 
2.Sow seeds of #hate 
3.Maintain #…"
245,Sure wish @FCC  would at least try to help America and stop @CNN  from spreading #hate https://t.co/xgO6rYckIm
246,America Sheldon Adelson Now YOU know sponsure #Hate  US ‘to move embassy to Jerusalem on May 14’ — day of Independe… https://t.co/TcGakV0sZ0
247," @TweeSurfing: .@gauravkapur discusses #hate #speech & #freedom of #expression ""It's about degree of civility respect & debate. You can…"
248,What is wrong with people! I just witness a man driving over a bird .. He diden't even slow down a sec!!  I will ne… https://t.co/g6B3cDh2yd
249,#Worldwide #Information #Blogger #LucSchrijvers: #Watchdog Says #Trump #Inspired Even More #Hate #Groups...https://t.co/ubARgpOReC
250,"The #21st #Century    

#War is Not the #Answer  

#Greed War & #Hate Must Be Overcome  

#FridayThoughts… https://t.co/rs4wExAv2x"
251,#FridayMotivation #fridayfeeling #love #hate #bigego #loser #Women always need attention that's a given but just ho… https://t.co/vazRD6sZn5
252,@tweetmissp @Truetalk9ja1 Like your father trained you well to #hate your fellow human being...#Olosho oshi idiot of the highest order
253,"LOVE IS A CYCLE :

When you #love you get #hurt
When you get #hurt you #hate 
When you #hate you try to… https://t.co/9N4cL35yvL"
254,#MALAKA #soros #Hate #TRAITOR #SHOINGTHEMARKET #POS #LiberalLOSER #ANTIFA SUCKS #VOTERID https://t.co/R9elcayFAs
255,I HATE the terrible ads I have been getting on @YouTube lately. I don’t want politics in my ads especially extreme… https://t.co/0BrDYx3wwq
256," @peteharper7zero: Recipe for #global coup d'etat/government: 
1.Control monetary system apply #debt 
2.Sow seeds of #hate 
3.Maintain #…"
257,"Have you been the victim of a hate crime and had nowhere to turn afterwards?

After hate have the information and s… https://t.co/sUm5KFH1fP"
258,@_youhadonejob1 Ill it er #hate Ear responsible?
259,Today's #blog is about #Hate and #TheGenerationXFiles https://t.co/XF9HutfdzN
260,We should have started protecting our children from #AngryPeople way back when!  Not everything is #MentalIllness… https://t.co/1uaFP7mjxN
261,"CALLING ALL PEOPLE: Together We Can Solve These
https://t.co/5VDD2EQYZa 
#crises #Refugees #policy #poverty… https://t.co/ltkLKJKyjn"
262,#Hate:  If you look up and read work from #WilfredBion a British psychoanalyst and innovative thinker he makes a… https://t.co/Bgdfce0GX5
263,French far-right leader Marion Le Pen attacks gay families in address to @realdonaldtRump supporters at #CPAC https://t.co/FeK6f3OibJ #Hate
264, @TSASNetwork: TSAS Junior Affiliates looking to learning more about countering preventing and combating online #hate speech? Check out…
265, @TSASNetwork: TSAS Junior Affiliates looking to learning more about countering preventing and combating online #hate speech? Check out…
266,@BBCNews @LBC @Independent @Telegraph #Police #race #hate #Islam #Muslim _ And yet if an idiotic white guy throws… https://t.co/oY4roFPd87
267,Spiritual readings can help guide you to put your past behind ! Call Now  https://t.co/cHaAoepwnL #Sagittarius… https://t.co/377AmWO1e5
268,During A #Reading https://t.co/5brhrSCFGr #Sagittarius #Cancer #Pisces #Gemini #Aries #taurus #fortuneteller… https://t.co/u1d7nUDXUG
269,@AlexMunday_2018 Sick person. Money means more to @DLoesch than lives. Turning what you cannot defend on the media… https://t.co/xwwroi16s0
270,"So i saw this.....
#hmmm #intolerant #hate #howlongwillthisstayup ? https://t.co/jhrb3WhDIR"
271,I thought that #aashiqbanayaaapne new version is worse song recently created but #NaamHaiMera it's even worst kya h… https://t.co/yMgeNvmgtO
272," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
273,@SethMacFarlane I hold the #NRA in contempt for twisting the 2nd amendment and #hijacking our government to further… https://t.co/tdSQ4Rnlli
274,"#AmnestyInternational slams #trump's ""#hate-filled rhetoric"" https://t.co/agfDNLWkXx via @HuffPost"
275,We take the hoods and masks off the #history of the #KKK. What did we find? Lots of #hate and a lot more. Listen:… https://t.co/0tuHxYsY30
276,Google search. #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/KfSLP86CBW
277," @HACCSki: Yoda says ""Fear is the path to the dark side. #Fear leads to #anger anger leads to #hate hate leads to #suffering."""
278," @FSonnenberg: ""Hate is a cancer on one's soul."" ~ Frank Sonnenberg ➤ https://t.co/E4yKFGzRt1 @FSonnenberg #Hate https://t.co/9FZ4U9xUnZ"
279," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
280,Hate it so much wish it never existed😢 #Hate #cancer https://t.co/IERdBn5xPx
281, @stiffmidlefinga: Black Namaste.. white violent smile. https://t.co/oF4hsghOcq #writers #poet #writer #spokenword #love #hate 12
282," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
283," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
284,#HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!… https://t.co/ceik7oKQHG
285,Best one yet. #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/i382vrHDVM
286,"Things that you get when you never expect it: #Love  Hate
Things that you don't get when you expect it: Love … https://t.co/74NC0wb0gV"
287,Out Of The FRame -#love #hate #desire  #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX https://t.co/1ZkljMP64U
288,"Sometimes when people talk I just want to punch them in the face.

#ThingsICantAccept #people #relateable #Hate #WhyINeedPeaceAndQuiet"
289,"Partisan #Media has been smearing @justintrudeau for a decade.

Does Brian feel #Hate-based #CdnMedia &… https://t.co/ZdtO6UVeZp"
290,Only pathetic people will use u.. N cowards  will not tell u the truth.. #hate/😈#
291, @Mother_Meera: If you #hate someone you cannot grow so you must change the hate into #love. If you have negative feelings you are not…
292, @Mother_Meera: If you #hate someone you cannot grow so you must change the hate into #love. If you have negative feelings you are not…
293, @stiffmidlefinga: Black Namaste.. white violent smile. https://t.co/oF4hsghOcq #writers #poet #writer #spokenword #love #hate 12
294,If you #hate someone you cannot grow so you must change the hate into #love. If you have negative feelings you a… https://t.co/7AdGy0D8QS
295,Black Namaste.. white violent smile. https://t.co/oF4hsghOcq #writers #poet #writer #spokenword #love #hate 12
296,You'll get 10 Free Lyft rides w/ this code LyftLUSH #Hate going in cabs? #euphoric #riotous
297,Do not hate people rather hate the systems that make them less than human #Hate is a survival mechanism.
298, @StormyVNV: Now you know #MAGA ts who is feuling some of the #Hate in America. Sheldon Adelson offers to help pay for Jerusalem embassy…
299,What SWD decks do you hate to see acrossed the table or on TTS and why? Mine is 7th Sister builds for sure! #hate #SWDestiny
300,@SarahKSilverman I love you too Sarah and I’m making it safe to #Hate again on #TheGenerationXFiles… https://t.co/7A0lrYHDQt
301,A church that showed their hate in a funeral - Read the blog post at: https://t.co/7L9US5UMdx  #Hate  #Love
302,Now you know #MAGA ts who is feuling some of the #Hate in America. Sheldon Adelson offers to help pay for Jerusalem… https://t.co/B1op2DEeAm
303,@tariqnasheed #hate consumes you! #biggestracistontwitter
304," @itsmissq: If you don't #love her or #hate her yet you will. 
#YouTube Subscribe:  https://t.co/PjqUQLFxdZ

#MissQuantum #Christmas #Tr…"
305,@JasonThinh @ProPublica Texas has more ‘active #HATE groups’ than any other state according to #CivilRights group… https://t.co/uJM8SDrde6
306,"#GOPEVILMEN are filled with #Hate & are destroying #America intentionally.shame on them #VoteThemOut
@gop… https://t.co/krweh5u6N0"
307,@JasonThinh @ProPublica Probably NOT especially @realDonalTrump @GOP supportters #MAGA ts #WhiteSupremacist #Nazi… https://t.co/T4o70MMsS0
308,@CNN @CNNPolitics 😂😂😂😂😂😂😂😂😂😂😂😂😂😂 it won’t work your public display of #Hate why? We #GOTCHA HEY KIDS!!! You’re being played!!
309," @itsmissq: If you don't #love her or #hate her yet you will. 
#YouTube Subscribe:  https://t.co/PjqUQLFxdZ

#MissQuantum #Christmas #Tr…"
310,@mattschlapp I AM HORRIFIED BY EVERYTHING BEING SAID @CPAC  #hate  #liars #murderers #gop #nra #KillingChildren… https://t.co/Bmyet0OzQw
311," @itsmissq: If you don't #love her or #hate her yet you will. 
#YouTube Subscribe:  https://t.co/PjqUQLFxdZ

#MissQuantum #Christmas #Tr…"
312,@Jim_Sheridan This Orange Nun is what Unionism calls British Culture. Its summer long 16th Century AntiPopery HateF… https://t.co/xcFBVk5Tre
313,Do you #hate your #acne we have just what you need https://t.co/XKrJ0LUcfl #skincare #beauty #save #follow
314,Hold up I feel like I know this guy from somewhere #exposed #help #who #morning #meme #funny #memes #good #fresh… https://t.co/rGX6sE2bRi
315,@roxannelwright @bella_tuscany @Doodisgirl @MikeTokes @DavidGo3880 Yes an armed person STOOD outside and did NOTHIN… https://t.co/4uSJAcyNoa
316,#hate being sick 😪😷 https://t.co/EFOYf4XF3r
317,"@IWillRedPillYou @NRA @DLoesch @CNN It's the MO of liberals. #HATE #HATE#HATE#HATE
#HATE 
#HATE
#HATE
#HATE
#HATE
N… https://t.co/prLX1iG6IC"
318," @marzofmine: I fell in love with you
because you loved me
just when I hated myself ♡ 

#love 
#hate 
#life https://t.co/9jBEQQWroH"
319,@realDonaldTrump PROMOTES #HATE #VIOLENCE #RACISM A HATEFUL BEING!! https://t.co/mHWe7tgRDx
320,Heaven only knows.. #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/KB37YiMobi
321,Recommended Article: very interesting results -&gt; #firstpersonshooter players & #tumblr users were less likely to pr… https://t.co/VR9Jn1MuLO
322,"Watch your favorite show ""Laado 2"" 
Every Monday to Friday at 9:00 pm only on H Now Entertainment
#Hnow #Indian… https://t.co/Qr8c3gsMSn"
323,Here's an #HONEST question for you #RANCID #DISEASED #FEMALES/TRANNIES on #DRUGS #HUING #MEN for #REJECTING your… https://t.co/K67zqok3aO
324,@Holbornlolz @Ironwand #GIBZ'erz #hate #GIBZ'ers the less of them #GIBZ'ing the more for the likes of @Stormzy1… https://t.co/4jrHvvQAqw
325,"@MohdKukshiwala @AadharCard @GovernmentIndia Thanks Kukshiwala...
I was expecting a reply from them these people a… https://t.co/t2xBQq5cpa"
326,Even the world's biggest #Hate machine life comes to an end; everything has an s-curve; but what is next? https://t.co/gKnFAp2a3C
327,If one can #LOVE the same can #HATE too.
328,@kurteichenwald @NRA @POTUS By your logic we should just lie down and let Islamic extremist terrorists do whatever… https://t.co/PIBxACYEO5
329, @eastvillagetwt: Right-Wing Talking Heads Are Smearing the Parkland Survivors #GOPCorruption #GOPEnablers #Fascism #Hate #NRARussia #Tru…
330,.@suitsupply is causing a #storm in their #lgbtq #friendly #advertising #marketing #campaign about - #not… https://t.co/biM0OJsTC0
331,"""Had girlies in girdles weighing more than they supposed ta/ Poser? No sir/ My hustle so Russell/ I stretch work yoga"" #Hate"
332,Update: I #hate @MagiciansSYFY leaving on such a cliffhanger. All kidding aside great show.
333,@SenWarren This is what CHAOS looks like Dems favorite state of confusion & disorder; instead of lifting up the HER… https://t.co/f3nCBPt8i9
334,Right-Wing Talking Heads Are Smearing the Parkland Survivors #GOPCorruption #GOPEnablers #Fascism #Hate #NRARussia… https://t.co/b3ChijPrud
335,@LMplusG @prolepac @Nataya @SenSanders @HillaryClinton Right in the thick of it. I created a résumé after to send t… https://t.co/fXpJf1WQJi
336," @ItsEthiDOPEian: NEW VIDEO ALE!! Things I #LOVE & #Hate about my Favorite #Youtubers
https://t.co/K24yD6AFVE
@eLLaRie @aliyahmariabee…"
337,@TieDye_Squirrel @RiskCap @lance_inc1 @realDonaldTrump I may be here or busy enjoying my positive #optimistic life… https://t.co/AI0DnkVD0S
338,She was a NO WIN situation....   #love #hate #experience #poem #poetsofinstagram #poetry… https://t.co/gUnXRn3EPX
339,But Jeremy it's not #FAIR bc we.. so the #MEN aren't #ALLOWED to #FUCK who they want w/o you #PAICIPATING or… https://t.co/beSYzuqYDb
340,#Trump & #CNN ... the piece #bothsides really #hate. https://t.co/1pwmzgl26A #PhoenixRally #MSM #CNNFakeNews #TCOT… https://t.co/ad0r5Vy7XQ
341,@AnushkaSharma @NushBrand We don't like you... #hate #hatepari #shouldbeflop
342,Black Namaste.. white violent smile. https://t.co/oF4hsgzp3Y #writers #poet #writer #spokenword #love #hate
343,I hope everyone at the cook off is late to work tomorrow. #PettyJohnson #PettyWap #Hate #PlayerHaterOfTheYear
344,"In this era we care more about our money than our children
about success than distressed
and having anti hate gro… https://t.co/Oon1I08kBp"
345," @Iampesopap: OUT NOW
#linkinbio #youtube #MoMurder  #mgp #money #music #mymixtapez #spotify #selfpaid #spinrilla #love #hate #hiphop htt…"
346, @2LowIQ: Hate is being repackaged under “Patriotism”! Be wary of the repackaged Hate speech for it shall pervert your dignity. #hate #di…
347,If you can’t love that’s mean you can’t hate #hate #love
348,@PUBG_help Is a pain in the neck https://t.co/3JHoszS0gU #PUBG #pubgcheater #cheater #hate #nofun #fortnite #banallcheater #PUBG_LIFE
349,"Tired😭
why so many work to do smh
#smh #hate #rush"
350,Is it better to give or receive....Who the fuck knows?  #love #hate #indifference #experience… https://t.co/yGDsPggvFU
351,"#HumanRights waning around world. People speaking out.
#Demonization #Hate #Repression #EthnicCleansing #MeToo… https://t.co/Ds9f8XpEZM"
352,@DLoesch If U pause your speech @#every #word #love U spoke...U can look into your eyes & see they are undeniably f… https://t.co/bav3hIeq1U
353,Dating in 2018 .... #love #hate #dating #tattoo #experience #poem #poetsofinstagram #poetry… https://t.co/4IsMjk7Qc9
354,"""#hate is too great a burden to bear. It injures the hater more than it injures the hated."" Coretta Scott King… https://t.co/yHoVSH1ZWu"
355, @jamesbryronlove: Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDIl0Xn http…
356,Out Of The FRame -#love #hate #desire #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDIl0Xn https://t.co/5iZaq32Tb6
357,"#CrisisActors ⁉️Really⁉️That's a new low... The only ""crisis actors"" (such an insensitive thing to say about kids t… https://t.co/WYO0yiakVm"
358,Jeremy we just wanted to show EVERYONE what you could do.. YOU DIDN'T THINK I'D GET SICK OF THE LUXURIOUS ACCOMMODA… https://t.co/U9sbLWGxjB
359," @TweeSurfing: .@gauravkapur discusses #hate #speech & #freedom of #expression ""It's about degree of civility respect & debate. You can…"
360,".@gauravkapur discusses #hate #speech & #freedom of #expression ""It's about degree of civility respect & debate. Y… https://t.co/oUBZFMMhpq"
361, @SoleePatriot: @w_terrence Those Students Cant Even Think for themselves #Socialist #CNN with They #FakeNews & #Hate Agenda Always Sprea…
362,How u dodge the #hate 😂😂 #LOL #toofunny #foh https://t.co/J8jOUaloA3
363,#hate new Snapchat. Just saying
364,I've loved being on @Twitter for a long time. I find so many articles of interest to me. BUT - I'm not happy with t… https://t.co/8WXhh0KhXF
365,SPLIT PERSONALITY OUT NOW ON #spotify #soundcloud #hiphop #rnb #love #hate #music #radio… https://t.co/WCXMLScBZr
366,#TBT when @RemigioPereira spoke the truth from his heart regarding the lies and history with @TenorsMusic.  Watch a… https://t.co/QoYCcirjbR
367,Ya know when you really #hate the Constitution just bring up that slavery thing and discredit our founders all at once.
368,@BushraMaanika shame on you...pinki peerni...u dint even think about ur family ...u dint think about the person wit… https://t.co/crkowOn7pV
369,"""Hate is a cancer on one's soul."" ~ Frank Sonnenberg ➤ https://t.co/E4yKFGzRt1 @FSonnenberg #Hate https://t.co/9FZ4U9xUnZ"
370, @MinLeeRice: Have #Mercy upon me O #LORD; consider my #Trouble which I suffer of them that #Hate me...Psalm 9:13
371," @PaulAustMurphy: Nice to see that #StopFundingHate's campaign has moved beyond ""#HATE"" directed at #massimmigration Muslim #groominggan…"
372, @MinLeeRice: Have #Mercy upon me O #LORD; consider my #Trouble which I suffer of them that #Hate me...Psalm 9:13
373, @MinLeeRice: Have #Mercy upon me O #LORD; consider my #Trouble which I suffer of them that #Hate me...Psalm 9:13
374,Have #Mercy upon me O #LORD; consider my #Trouble which I suffer of them that #Hate me...Psalm 9:13
375,Strange how purveyors of #hate seem to get away with it time after time! https://t.co/PifGEMrwIm
376,"#Love Ice Cream?
#Hate not having Ice Cream? 
The #Awesome people at @now_nz have been giving away #FREE ICE CREAMS… https://t.co/vIj2WMbrhX"
377," @HumanAmerica: Embrace the #Hate but for the love of god man!!! Make it look good like us #thegenerationxfiles 

https://t.co/OwwWZpe1…"
378,"@davidhogg111 You r one SICK TWISTED 🐖
PEOPLE loving mass murder; u really r a #PATHETIC #LOSER 
Guns will never go… https://t.co/6Bl5LJxXb3"
379,All of the #ProGun arguments I ever hear are about #teaching #people #love but no one ever explains why the #hate… https://t.co/ofJ02chEPF
380,@sambitswaraj @abpnewstv @aajtak @ZeeNews @news24tvchannel @News18India @TimesNow @republic @CNBC_Awaaz You have ma… https://t.co/2B5N4wECit
381," @TweeSurfing: .@hankypanty #SorabhPant shares some #insight on receiving #hate on #Twitter ""It's rare for me to get constantly good feed…"
382, @jamesbryronlove: Out Of The FRame -#love #hate #desire  #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX htt…
383,Out Of The FRame -#love #hate #desire  #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX https://t.co/twS6HolI0y
384,@SenToomey Why are we punishing the poor for being poor?  The budget hurts the most vulnerable among us… https://t.co/R7bBjMmjga
385,A new low... #hate #france  https://t.co/AEXIn20JEk
386,"#PATHETIC @BarackObama 
He breeds protesting division racism & #hate  What a wasted 8 yrs! He alone set #USA BACK… https://t.co/XAcdMxia9f"
387," @JayZ_LyricsPage: ""My hustle? So Russell/ I stretch work...Yoga"" #Hate"
388,Out Of The FRame -#love #hate #desire  #asmsg #ian1 #spub #iartg #kindle #ibooks #kobo #nd https://t.co/3rioDICClX https://t.co/V0szBefmXU
389,She was born in America lives and trains in America but she is representing ohhh let’s say Switzerland. #hate #hateolympics
390, @Path3ticFailur3: Honestly so done with my life... #self #hate #ihatelife #fuckpeople #bad #depression #depressed #depressionquotes #dep…
391,Send custom and anonymous comments on #instagram and #facebook!!! contact us for details and go to our website:… https://t.co/yldhz6lkV1
392,ARs activists or radical #vegans your lifestyle choice doesn’t require u to be absolutely insensitive 2 your fellow… https://t.co/hLLsBdEmgi
393, @geologistgreg: It's way beyond sad. The #Leftists are pure #EVIL! They will sacrifice kids to push their #ideology of #hate #power an…
394,@jcopp100 #Liberals #hate #children that's why they #love #Planned #Parenthood which does no #planning for parenth… https://t.co/PGQrMU25VG
395,@CitizenYan #sogi123 is a #hate group for special interests.
396, @Dyke67ny: Disgraceful: The #MeToo Conversation Erases Trans People https://t.co/ggIl00oN5m #Transgender #LGBT #LGBTQ #Transphobia #Hate
397,@MiddleEastMnt This is how the #Palestinians parents are teaching their children #terror! No wonder why they stabbi… https://t.co/t6HHUt3xvI
398,This is how the #Palestinians parents are teaching their children #terror! No wonder why they stabbing innocent civ… https://t.co/shzub2FXp0
399,"Nice to see that #StopFundingHate's campaign has moved beyond ""#HATE"" directed at #massimmigration Muslim… https://t.co/wme76j0NTe"
400," @JayZ_LyricsPage: ""My hustle? So Russell/ I stretch work...Yoga"" #Hate"
401,"""My hustle? So Russell/ I stretch work...Yoga"" #Hate"
402,Disgraceful: The #MeToo Conversation Erases Trans People https://t.co/ggIl00oN5m #Transgender #LGBT #LGBTQ #Transphobia #Hate
403,Please advise this guy who we are 🤣🤣🤣 because apparently he doesn’t know just yet he’s a little late on the #Bus 👍i… https://t.co/gTyuT1oFPB
404, @jensicilian: Perfectly stated. #Democrats #Hate https://t.co/j8laIL2QQf
405," @TweeSurfing: .@hankypanty #SorabhPant shares some #insight on receiving #hate on #Twitter ""It's rare for me to get constantly good feed…"
406,#love over #hate
407, @geologistgreg: It's way beyond sad. The #Leftists are pure #EVIL! They will sacrifice kids to push their #ideology of #hate #power an…
408,It's way beyond sad. The #Leftists are pure #EVIL! They will sacrifice kids to push their #ideology of #hate… https://t.co/5QgP2jhECA
409,@GovAyoFayose You are right but unfortunately @MBuhari don’t know what is website! He only know #Hate
410,@evanskarl @chris49802258 @CNN Don’t you just #hate people who spoil a great narrative?
411,Black Namaste.. white violent smile. https://t.co/64CYBcD68n #writers #poet #writer #spokenword #love #hate
412,License To Discriminate: Georgia Republicans want to give adoption agencies the right to turn away gay couples… https://t.co/lYJm44aZTE
413,.@NRA head breaks #silence to #attack #guncontrol #advocates: 'They #hate individual #freedom'. NO.@waynelapierrejr… https://t.co/s7qri3NYsd
414,@Theklaw9 I’m with u & I know ALL about medicine & Biology.. it’s serious! #Kawhi is NOT ATHE TYOE OF person to lie… https://t.co/z73SiQWORw
415,I'm so sick of my teachers checking to make sure that I wrote the homework down in my agenda. It's getting old #swag #hate #school
416,What an evil despicable #hateful & disgusting thing to say. It's people like her who are dividing this country!:… https://t.co/IsP00lIQZd
417,@JackPosobiec I Cant Read #Yahoo its Full of #Hate & BULL💩 #YahooVeryFakeNews
418,"(#Christ) Mother Time Mother Time

My FIRST Prayer of The Day

20:20 Please ++++ My REFUSAL TO FORGIVE as… https://t.co/1fcnY6CWU3"
419,"(#Christ) Mother Time Mother Time

My FIRST Prayer of The Day

20:20 Please ++++ My REFUSAL TO FORGIVE as… https://t.co/BnmLcYeQIC"
420," @peteharper7zero: Recipe for #global coup d'etat/government: 
1.Control monetary system apply #debt 
2.Sow seeds of #hate 
3.Maintain #…"
421,"(#Christ) Mother Time Mother Time

20:20 Please #Cloak Me and My #Projects
20:20 I'm Lookin' to Leave the mw subsys… https://t.co/9w1pwtSDkh"
422,Perfect ..... #love #hate #indifference #experience #poem #poetsofinstagram #poetry… https://t.co/vv87gkMvZj
423,We must be forgiving to each other for our misguidance lack of perspective and intolerance. These behaviors are t… https://t.co/R5Nc9CTyBv
424,@realDonaldTrump @WhiteHouse Let’s start here. Any institution proven to be professing #hate should have all its pr… https://t.co/L5H1AR3luc
425,@TeenVogue @laurenduca @CNN its 1 thing 2 have and express ur #Opinion but 2 #ATTACK A Deceased Minister 4 his Religious beliefs is #Hate
426,"@larryelder Had to add you to follow list
weird I do have a few more followers after losing a few...
it's wild wha… https://t.co/OhUgl5Ym"
427,@DukeProgresssux @im1013 @krassensteinLie @Zainiac1 @funder I think he's mad he didnt think of it first. Keep up the #hate #insane #bigot.
428,In a world filled with #hate and #despair we must have #hope and #faith. #Fight for #unity and our #pride. Remain… https://t.co/7tDtS42z1g
429,"Yoda says ""Fear is the path to the dark side. #Fear leads to #anger anger leads to #hate hate leads to #suffering."""
430,Congratulations on being an evil minded and cruel person @laurenduca #LaurenDuca #BillyGraham #liberal #bigotry… https://t.co/ncCcm6eL9E
431, @HerpeSite: #Herpes doesn't discriminate. Most people have oral or genital HSV. Stop #stigma & #hate! https://t.co/7r1na20UUi
432,"""Do you #hate people?”
“I don't hate them...I just feel better when they're not around."" - C.B"
433,#NRA #chief says #GunControl #advocates '#hate #freedom' but fails to address #child #survivors of #FloridaShooting… https://t.co/Fr4LQy49jZ
434,"Holy fuck you have to see the anti-gay sentiments people are spreading o.o. skip to 4:00 if ya want.

#tumblr #sjw… https://t.co/FLKbWD807s"
435,"#Trump’s presidency fueled growth of #US #hate groups
https://t.co/tAf4r7dHZH https://t.co/mIX5xYn29L"
436,I've been inundated with messages supporting #standwithjanine It warms my heart when #Belfast comes together like t… https://t.co/GgLpdj5N6G
437,"NEW VIDEO ALE!! Things I #LOVE & #Hate about my Favorite #Youtubers
https://t.co/K24yD6AFVE
@eLLaRie… https://t.co/o9iBXqgAzb"
438,"Just picked up some GAS & FUN today. Both great projects with bright futures. 

#blockchain #crypto #coins… https://t.co/EMYMtFuP3P"
439," @peteharper7zero: Recipe for #global coup d'etat/government: 
1.Control monetary system apply #debt 
2.Sow seeds of #hate 
3.Maintain #…"
440,No but you might be. Propaganda like this is how Hitler slaughtered six million people. Propaganda like this is ho… https://t.co/Tqkj6Xc6PA
441," @LayfieldResume: Hate your job? Been there done that. Here’s some tips on how to find satisfaction: https://t.co/og6BkezOhx

#hate #job…"
442," @LayfieldResume: Hate your job? Been there done that. Here’s some tips on how to find satisfaction: https://t.co/og6BkezOhx

#hate #job…"
443,I don’t #hate I make money... #life
444,No #JusticeForTinaFontaine No #JusticeForColtenBousie No Justice for #MMIW. How much more genocide & evil are peopl… https://t.co/bYQSUCDKGT
445,https://t.co/EhEXkMU7uN.heart. Mostly for teens who might be reading #teenvogue (#moms cancel subscription) But I a… https://t.co/wmDfHw2K9d
446,Very worried about what this lot have agreed to do today #hate #brexit https://t.co/26xhOWIH9a
447," @LayfieldResume: Hate your job? Been there done that. Here’s some tips on how to find satisfaction: https://t.co/og6BkezOhx

#hate #job…"
448," @Imari_PINK: GO CHECK OUT OUR LATEST VIDEO! 🚫
https://t.co/ILHmM4Yv0W
#Hate #HateWillNeverWin #LGBT #TeamLesbians #Team2moms #LoveWins 😊…"
449, @HateCrimeTeam: Another excellent afternoon with @AnneFrankTrust educating students from @TSLTChalkHills on challenging #hate #crime! #s…
450,"Hate your job? Been there done that. Here’s some tips on how to find satisfaction: https://t.co/og6BkezOhx

#hate… https://t.co/ojNASZpC6M"
451,I could never #hate @ElliotRodgerGod.....
452,@HikmetHajiyev @OSCE @francediplo_EN @MFAofArmenia @AzerbaijanMFA @StateDept @eu_eeas @UNinAzerbaijan Does it make… https://t.co/ziGsn3wVAZ
453,Do U #hate your stretch marks? Check out this #DIY it'll help! https://t.co/vnRPTIaSBL #mommy #moms #follow #baby
454,Another peaceful hadiths for murtaads and kufars. #atheism #godless#religionless #atheismisunstoppable#blasphemyday… https://t.co/QHTu5hpgw0
455,#Love 'em or #hate 'em at least @McDonaldsCorp is acting to reduce their massive amount of global food-related… https://t.co/kdZBekuvZw
