,0
538, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
539,This is @Twitter number #1 story... not the @Olympics  not  the rising #StockMarketCrash (lmao) not even the grea… https://t.co/u4nR1HAHlT
540,"@olgaNYC1211 @GOP #hate forms very tight bonds....
people don't even need a rationale 4what they preach after awhil… https://t.co/A8Q6CuyZ9m"
541,"""Do you #hate people?”
“I don't hate them...I just feel better when they're not around."" - C.B"
542,@MasterMorgan317 @LionelMedia good thing we arent in person..ive seen how africans respond to imagined trymp suppor… https://t.co/6kmTHI3R6i
543,#Trump & #CNN ... the piece #bothsides really #hate. https://t.co/1pwmzgl26A #PhoenixRally #MSM #CNNFakeNews #TCOT… https://t.co/ofFbSvyYAn
544, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
545,Someone Said Let Them Die But That Would Only Make You Worse Than Them! #TheResistance #SaturdayMorning #Coffee… https://t.co/Vmc3gwYFRr
546, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
547, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
548," @SereneDamsel4u: I still get disturbed by few voices
#hate #them

~PN~"
549,@pbsnewshour presents member of @splcenter -designated #hate group as immigration “expert” advocating stricter immi… https://t.co/W70qJAmbel
550,It’s time to #Love more and #Hate less! We spend so much time talking about what divides us that we forget to pursu… https://t.co/ezRz6M0Tpz
551,Ya know when you really #hate the Constitution just bring up that slavery thing and discredit our founders all at once.
552,Rebecca Morris sought to demean insult slander and bring public ridicule to an innocent person exercising their… https://t.co/dvJW8gt51t
553,"*&lt;8&gt;
20:20 Charlotte Bird 818 Hormone ⮔ #Hormone
20:20 King Lear Kicked Cordelia In The Ass
It Was a Rather Egregio… https://t.co/7wj8A1QEwL"
554,"&lt;9&gt;*
20:20 Charlotte Bird 818 Hormone ⮔ #Hormone
20:20 E-Motional Reactor
9-6 #HotButton
#Simulate to #Stimulate
I… https://t.co/DrvD9YDaC6"
555, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
556,this is always my mood... except for the shrimp i would go into anaphylactic shock #hate https://t.co/7Ih16GJ43d
557,@KariJoys @Lisandre_Moreau Rather bring down the wall of #hate first.
558,Judging from this end of the world. Shit mate you ate shit arse die material aye. #hate #hatred #fail #kuzu
559, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
560,https://t.co/zBo5d44phh https://t.co/PPgA0ucdum #Tennessee ranked angriest most hateful #state in nation - #anger #crime #bully #hate
561,@williamligon making the state of George once again be a state of hate.  @HRC #hate #homophobia
562,#Hate #Adopt: 2018-02-23 When you hate a person instead of an attitude then you add your image of that person to y… https://t.co/h9GVZvL8yQ
563, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
564,"☠Please Don't Judge Me🗾
#otr #goals #fame #hate 
🏟HeartLess OUT NOW🏟
       🔌LINK IN BIO🔌 https://t.co/OK9qSxDOkk"
565,#GoodNews - Life is good when you treat it right...and you can appreciate who you have in your life.… https://t.co/oKjo6oG0o4
566,What’s the over/under on how many years I won’t have to hear an Arizona fan say “wait till basketball season”????? #hAte #WireTaped
567,Life just keeps getting better and better😂💀💀 #HAte https://t.co/zodpKV0J2p
568, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
569,I #honestly think it is #better to be a #failure at #something you #love than to be a #success at something you #hate.... 😋☺
570, @EmilyIrwin11: I love this video a million times more than I did a week ago #WireTaped #seanmiller #hAte https://t.co/31EA3jTO7z
571, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
572,@Lawrence Good for them. May the force of the young bring down the mountain of #hate .
573, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
574, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
575, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
576,@_VachelLindsay_ Wow...the #BrainDamage is strong with this one....and the #FakeNews #hate is worse.
577,I #hate this #cast based #reservation. https://t.co/cnbsjgZKWI
578, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
579, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
580, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
581,"🤔I'm noticing something.:
1-If the #LEFT doesn't like something.
2-Get the #SJW to throw a FIT and make posters.
3-… https://t.co/q9W9pij5Q9"
582, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
583,I promise myself - to never speak from a place of #hate #jealousy #anger or #insecurity. https://t.co/bwfoQgLpeD  https://t.co/6B0ycUbgJK
584,"I decided to watch Do the Right Thing tonight. I like how succinct its blatant exhortation. 

Besides the obvious &… https://t.co/VbsjWHZFqu"
585,I love this video a million times more than I did a week ago #WireTaped #seanmiller #hAte https://t.co/31EA3jTO7z
586," @CommonSenseUni: With all the #Hate from the Left of our police and guns.
Why are police stations and gun shows not getting shot up like…"
587, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
588, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
589,"With all the #Hate from the Left of our police and guns.
Why are police stations and gun shows not getting shot up… https://t.co/CsUtrJED2m"
590," @SereneDamsel4u: I still get disturbed by few voices
#hate #them

~PN~"
591, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
592, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
593, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
594,#Life is one big road with lots of signs. So when you riding through the ruts don't complicate your mind. Flee fro… https://t.co/5MTYe9VLA8
595, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
596, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
597,I love this! Spread love not hate. If you don’t have anything nice to say why say anything at all?? #love #hate… https://t.co/h0ZQUhkkBs
598,@MattNash The Chargers leaving ain’t so bad after seeing this #hAte
599, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
600, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
601, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
602, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
603, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
604, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
605, @MikeBerco: I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
606,I’ve never liked the crying MJ face memes but I’m looking forward to these 😭😂 #WireTaped #hAte
607,How #Tech Still Aggressively Supports #Hate & #HateGroups - #SPLC Southern Poverty Law Center https://t.co/USsyGGqNse
608,@jshancock @notbuyingthat54 @jaketapper The implication was that the current president whom all the leftist #hate will be the next!
609, @jensicilian: Perfectly stated. #Democrats #Hate https://t.co/j8laIL2QQf
610,"I will now #BoycottHertz #BoycottAvis #BoycottEnterprize and any other company that will are anti #NRA

These… https://t.co/HruotlwCuI"
611," @Sam_Nyc1: @realDonaldTrump More
#Trump #Pathological #Liar #FoolAmericans #Sociopaths #Selfish #Racist #Hate #Unfair #Corruption #Ego #…"
612," @SorsTv: It’s time to LISTEN 👂 Maya is so right...

#hate #caused #alot #problems #in #world #but #it #has #not #solved #one #yet #mayaa…"
613, @RonaldCGreen: Bad politicians are elected by good people who don't vote.  #sleeponthat #callitwhatitis #wakeup #terrorism #racism #hate…
614, @RonaldCGreen: Bad politicians are elected by good people who don't vote.  #sleeponthat #callitwhatitis #wakeup #terrorism #racism #hate…
615,"When #SRNT2018 says ""inequalities"" it means that the poor can still afford #tobacco despite its best efforts to mak… https://t.co/9OT3FDlWRP"
616, @RonaldCGreen: Bad politicians are elected by good people who don't vote.  #sleeponthat #callitwhatitis #wakeup #terrorism #racism #hate…
617,TrueCraft Join US! Have you been #Scam #Crooked #Saladmaster Saladmaster #MLM #NFB #FollowMe I #HATE this company #Customerservice
618,@TMDiscussions @KailLowry @TeenMom @ChelseaHouska @CatelynnLowell @MaciBookout @PapaRandlicious @MTV Thank you… https://t.co/MZFMYrEaaB
619,Send custom and anonymous comments on #instagram and #facebook!!! contact us for details and go to our website:… https://t.co/4oraiCHBp7
620," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
621, @RonaldCGreen: Bad politicians are elected by good people who don't vote.  #sleeponthat #callitwhatitis #wakeup #terrorism #racism #hate…
622," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
623," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
624," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
625," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
626," @RRN3: #HATE never wins the war. But they do win battles. Squash #HateSpeech & #HateCrime & #bigotry every chance you get!

☣️ #HateGrou…"
627,"US Politician Margo Davidson Reflects On Her Visit To #Turkish #Refugees In #Greece

https://t.co/6fdMlDajUh… https://t.co/jKmv6uqph1"
628,"https://t.co/Y41VrGzL4w Kommandant ""Hate is Strength"". One of my top 10 favorite songs. #Hate #WarMetal #Kommandant"
629,@SantiagoYara_97 @ivesmg @adventuregirl #Nope. You're just one more low IQ anti-White racist that begs like a dog t… https://t.co/RRvYxoCVvL
630,Ridiculously sick. #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/660kkZD13T
631, @HateCrimeTeam: #hate #crime #team secure 3 charges today for hate crime incidents. #welldoneteam! https://t.co/zBYyeAHbod
632,Pt {3 of 3} #I #FUCKING #HATE #SPIDERS #Disgusted #TheNightmares #TheThoughts #Creepy #Arachnophobia #ImGonnaDie 😭 https://t.co/SBxrNBSFxq
633,Pt {2 of 3} #I #FUCKING #HATE #SPIDERS #PeterParker #Disgusting #Disturbed #Nightmares #NightCrawlers #8LeggetFreaks https://t.co/0Id2BHjegH
634,@Crystal_Cologne possibly the worst club and racist club I’ve ever come across. Rejected me and my friend for no re… https://t.co/es8fwMeQHl
635,This #Cockwobble is a #hotmess of #hate. #BlessHisLittleHeart #DaftBat #moronalert #LimitedBrainPower #tolerant… https://t.co/eyYul4XR18
636,@SethMacFarlane Well truly I feel  I don't care 🤷🏼‍♀️ you have other arteria motive's behind this #hate .. how abou… https://t.co/l22KeACVg6
637,Just heard the weather. Tonight Rain and Snow. But yeah it's ok to have people sleep in that. @tedwheeler… https://t.co/Xr3dHInMRM
638,What up. #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/wtA8ESRa3H
639,Daymare! #TattooLove #TattooLife #DontChasePeopleChaseDreams #THC #420 #Love #Hate… https://t.co/zDulZIquDo
640,@Cernovich Shhh that’s #CommonSense  the #left #hate that! #AfraidOfTruth https://t.co/rkMezYSZ4l
641,@phatsacophunk @andrerucker51 @summerfieldrjr @62WalterP @jpavlovic801 @DogsArUs @MamaRose2017 @IMAFOOLSTILL… https://t.co/D5rlcwrQE0
642, @Dyke67ny: State Hate: Bill making it legal to ban gays & lesbians from adopting passes in #Georgia https://t.co/biETgGUUHj #LGBT #Hate…
643,.@TwitterSupport allows #cyberbullying #defamation & hatred toward @tsemtulku & #Kechara. It’s obvious that… https://t.co/tw3os1IbFC
644,just when i start to #love that i #hate you...i start to hate that i love you.
645,Have I ever #stressed how much I #hate #Atlanta and the #AtlantaTraffic ??
646,@NRATV @DLoesch @CNN @CNN CREATES #HATE #CROOKEDNEWSNETWORK 🙊 yes they love the ratings they get with mass shootings & the Blame Game👀
647, @Dyke67ny: State Hate: Bill making it legal to ban gays & lesbians from adopting passes in #Georgia https://t.co/biETgGUUHj #LGBT #Hate…
648,"""Work it out"" new single off the project ""Going Places"" Check it out. Full video link in comments. #princesstiana o… https://t.co/2m9r1DOA3W"
649,It’s either you hate me or your love me. 🧟‍♀️ #hate #love #either @ Miami Florida https://t.co/HeJSPiVoVX
650,BEGONE THOT!!!!!!! #WhySatanKickedMeOut #satan #thot #begone #blocked #exposed #fake #FakeNews #facts… https://t.co/8oHlLIIkw9
651,"#tolerance #judgmental #hypocrisy #patience #hate #stigmastops #ShameOnYou #shame 
Not one of us is the rule agains… https://t.co/3eEmANLImx"
652,I don't have #time to #hate anybody. 😁♥no For real ..I really don't 😏 I'm too busy being being #happy finding… https://t.co/mUiv7qApPP
653, @Dyke67ny: State Hate: Bill making it legal to ban gays & lesbians from adopting passes in #Georgia https://t.co/biETgGUUHj #LGBT #Hate…
654,State Hate: Bill making it legal to ban gays & lesbians from adopting passes in #Georgia https://t.co/biETgGUUHj #LGBT #Hate #Adoptions
655,i haet it wen people use too maney #hashetags #amirite #hate #it #relateable #tei #tell #that
656, @NickCannon: JOIN ME @STOMPOutBullyng & Millions today on #BlockItOutDay. End #hate #homophobia #LGBTQdiscrimination #racism Create a c…
657,"@ChefSwaygo @loyal_vii Let this be a lesson to those of y'all who like to play them ""games""...smh 🤔😮😞 #Scandalous… https://t.co/hKoX9AlQbW"
658,Harvard University Christian group ‘forced out’ Bible study leader because she’s bisexual https://t.co/jf08wXbrZr @Harvard #LGBT #Hate
659,It’s great to see local businesses in the Pacific NW standing up to hate! Tweet us photos of your favorite local… https://t.co/6aTydJSgE5
660,.@TwitterSafety @TwitterSupport @jack WHY are u not doing your job to curb #abusive account @_achaean? They are cle… https://t.co/90fimhn7c4
661,.@TwitterSafety why do you allow & facilitate abusive tweets & #harassment from @_achaean? It is clearly set up to… https://t.co/KUxjZdYGaR
662, @tvmario: @Linashamy #Erdogan's Turkey acting by #Hate for #Kurds. So sad @Linashamy...
663,@TheSun @FELGTB @LGTBPSOE @maddow #TooBad 🌈 #children are born w/out #prejudice #bias #hate — each #learned… https://t.co/C2888RccXD
664,I need the sun now this isn't even a joke #summer #sun #belly #top #heat #hot #hate #winter https://t.co/g2GPdylFWk
665,Will Hatred End? #Spirituality #Hate https://t.co/F7CiPVOwcW
666,"The only excuse #extreme ""#FEMINISTS"" have is this: 'Because.' @GoatApocalypse @msemilymccombs @huffpost… https://t.co/A0cMUHNvSs"
667,You'll get 10 Free Lyft rides w/ this code LyftLUSH #Hate going in cabs? #euphoric #riotous
668,"I #hate worthless ""insight""."
669," @itsmissq: If you don't #love her or #hate her yet you will. 
#YouTube Subscribe:  https://t.co/PjqUQLFxdZ

#MissQuantum #Christmas #Tr…"
670,Do U #hate your stretch marks? Check out this #DIY it'll help! https://t.co/vnRPTIaSBL #mommy #moms #follow #baby
671,@dloesch1 entire body is drenched in the #BLOOD of tens of thousands at the hands of the #HATE GROUP @NRA!!!
672,"Stand up in the cold.

#drawing #desenho #expression #expressão #art #arte #anger #hate #fury… https://t.co/jOHuKwZ46B"
673,"OUR CRISES-RIDDEN PLANET: If You're not Scared You Probably Aren't Listening.
https://t.co/6IXXWiqmOe… https://t.co/HihPQ3ZQOb"
674,#BrainHealth: major brain circuits/deep wiring for #Addiction #Fear #Hate #Labels #Blindness (inverse #Focus); can be put to better use
675,L.O.V.E & H.A.T.E are both 4 letters long but they weigh  differently to the heart. Hate is heavy on the heart. Lo… https://t.co/cV5AqRDgOK
676,SICK OF THIS COLD WEATHER...GIVE ME SOME SUN!!!!☀️☀️☀️☀️☀️ #summerneedstohurry #weather #annoyed #coldweather #Hate
677,The state of Illinois is one giant scam. I can’t renew my liscense because I’m not 21 so I have to have it expire… https://t.co/flSPQuTfjJ
678,@Rosie #Congratulations ! Because of you the #NRA just gained 3 new menbers from my household. When you say you… https://t.co/lgh9X875sn
679, @d101allen: @GOP @POTUS Your so called values are #Evil #Greed #Hate That Is Not Our Countries Values you buchbof #IdiotsInPowerByIdiots…
680,@GOP @POTUS Your so called values are #Evil #Greed #Hate That Is Not Our Countries Values you buchbof… https://t.co/zPKPWpNYEX
681,What the actual fuck California.... why is it so fuckkng cold now. ITS WINDY ASF OIT HERE. I HATE THIS. #weather #hate
682,My my my Rosie O’Donnell•@Rosie•Jealously is not an attractive quality•Oh I forgot you don’t have any qualities… https://t.co/ZsJFHwK0Tk
683,"Stop blaming #God.

#Violence 
#Hate 
#GunControl https://t.co/4DugarHjfA"
684, @allentien: #HumanReasoning #Politics #Hate: If you look up and read work from #WilfredBion a British psychoanalyst he makes a strong…
685, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
686,#HumanReasoning #Politics #Hate: If you look up and read work from #WilfredBion a British psychoanalyst he makes… https://t.co/1fWEQMDVdP
687,@Linashamy #Erdogan's Turkey acting by #Hate for #Kurds. So sad @Linashamy...
688, @Mother_Meera: If you #hate someone you cannot grow so you must change the hate into #love. If you have negative feelings you are not…
689,"How #extreme ""#FEMINISTS"" contradict themselves & use #GENDER ROLES to suit their own flawed ""#LOGIC"". #feminism… https://t.co/n0Z1HRYh4G"
690,Do You #Hate That? https://t.co/DowuJ3ZwKV #BookBoost #words #thoughts #Humanity #prejudice #understanding #SNG https://t.co/UvkXG9cjwO
691,Andrew Sullivan: How Do We Cope With #Trump? When we are surrounded by emotionalism #tribalism #racism #bigotry… https://t.co/J1713ebGXk
692,#hate #crime #team secure 3 charges today for hate crime incidents. #welldoneteam! https://t.co/zBYyeAHbod
693,Been watching friends on Netflix for a while now and the more I watch I can’t stand Ross he is the most whiny chil… https://t.co/ik3ZXWheRo
694,My #Coworkers #hate it ❤ https://t.co/YXm1EGQAGu
695," @TweeSurfing: .@gauravkapur discusses #hate #speech & #freedom of #expression ""It's about degree of civility respect & debate. You can…"
696,@ShafPatel @realDonaldTrump Go spread your #HATE elsewhere!
697,Fuck Donald trump #trump #fuckdonald #funny #fuck #fucktrump #donald #notmypresident #booo #TrumpImpeachmentParty… https://t.co/DfNO45XmeE
698,A #good and #important #movie #LookWhosBack #Adolfhitler #Germany #hate #nazi It’s a #comedy movie but #irl it’s no… https://t.co/wsMzRZoiiH
699," @TweeSurfing: .@hankypanty #SorabhPant shares some #insight on receiving #hate on #Twitter ""It's rare for me to get constantly good feed…"
700,@AnthonySutch3 @PhilEhr As a resident of #Florida I am often appalled by the Politicians and LawEnforcement and th… https://t.co/IXwhCn7Eey
701, @Pot_Astronaut: Some more #nyc #music for you. This #50 joint is 🔥🔥🔥🔥 for everyone who came up thru the #hate and negativity. #onlygoodv…
702,Some more #nyc #music for you. This #50 joint is 🔥🔥🔥🔥 for everyone who came up thru the #hate and negativity.… https://t.co/dadNgl6xqS
703,Some more #nyc #music for you. This #50 joint is 🔥🔥🔥🔥 for everyone who came up thru the #hate and negativity.… https://t.co/bGakpZkutt
704,#Democrats are the party of #Hate and destruction. They're harassing companies to boycott our Wonderful @NRA .who h… https://t.co/8HlrUeJnTE
705,"#insecurities brings #hate. 
Be comfortable in your own skin. 

#LoveYourself #BeYou"
706,@AP Too much #Hate
707,Well it takes a lot of #Hate😈  something the #Hate cult #Zionism😈 has plenty of 👎 https://t.co/LtWPXOT3vZ
708,"This is what #israel is teaching kids today.
.
.
.
.
#jews #jewish #jude #IDF #jerusalem #FromIsraelWithLove… https://t.co/AHDY7EZ6f1"
709,"There are things in life that you love and hate at the same time. 🔥💯🍞
#love
#hate"
710,Jeremy #CHERRY says this isn't #FAIR... that a CHILD would so #HATE #GOD that she'd become a #TRANNY even turning… https://t.co/OYgVWA5SWw
711,Mother of slain teacher confronts NRA rep: Why are her son's unalienable rights less important?… https://t.co/8baBmC81mg
712," @Sketch9999: In case u missed it

The org. giving @IvankaTrump a #YUGE #ThankYou openly promotes #hate against #transkids & openly #lobb…"
713,"Lemon... ""the truth will set u free but it'll piss u off... #Hate..."
714,"In case u missed it

The org. giving @IvankaTrump a #YUGE #ThankYou openly promotes #hate against #transkids & open… https://t.co/rO42uP6tff"
715,Teaser 3 #berkowitz #deathgrind #grindcore #VAG #brutality #prepare #hate #fastandloud #livemusic… https://t.co/GfEBzlOTkI
716,The longer I live the more I believe #more #hatred is never the #answer to #hate.
717, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
718,"I don't #Hate any particular race solely for the color of their skin.

But I will acknowledge #History 

#FactsMatter"
719,Blah Blah rainy!! Ugh!! #hate #ugh #rainydays https://t.co/6I9KmCdhyI
720,The #bots from #Russia (or maybe Yomama) are paying to promote their #hate and #antiAmerican rhetoric - and makin… https://t.co/Wfaz02o267
721,Do the Right Thing (6/10) Movie CLIP - #LOVE and #HATE (1989) HD https://t.co/GfFgLhoYw1 via @YouTube ~~~...right n… https://t.co/N3JRRBRbTN
722,"Seriously people should start introducing themselves by their genitalia like 
""hello im jenny and i have penis""
Bec… https://t.co/mJFBG14PRy"
723, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
724,@CryptoMichNL F.... you all hatersleave if you don’t care or appreciate  his work . #haters gonna #hate @MNPoppe  💫 https://t.co/5vDceqBUht
725,This is unethical insafians please stop it. #hate incites hate https://t.co/C4tLuJUFiW
726,@TRobinsonNewEra is a #violent #venomous individual who is #spewing #poison a #hate #groomer spreading #lies and a… https://t.co/BfzYIQQlqi
727,@leahmcelrath It's Extremely Frightening How Their Mind Works & How These Sick Individuals View Their Fellow Man.… https://t.co/1QJtmldk6j
728,"Throwing some hard #hate on #DaVinci and #Galileo and folks. You started shit!
The #industrialrevolution screwed so… https://t.co/bcQmK258KA"
729, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
730,Straight from #LebrialMentality #Hate #Shaming #HateShaming  If opposing views were said of #44 you were #Racist… https://t.co/oyL1liPRCQ
731,People that SEE YOU WITH YOUR HEADPHONES ON and still try and talk to you like GTFO 🙄 #hate!
732, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
733, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
734, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
735, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
736, @Dyke67ny: Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
737,Kansas Republicans declare ‘war’ on transgender people https://t.co/NB8T6jnNNX #Transgender #LGBT #Hate #Kansas
738,#writetip #Haters gonna #hate. #bestrong #beyourself #motivation #inspiration https://t.co/Qe9eFmZ9nc
739, @erezshek: #ComingOut of the closet I faced #hate #ignorance and what I call HOMO-FAUX-PRO-BIA. To me they were the worst. The ones wh…
740,The Big Difference Between the Ads People #Love and Ads People #Hate - @contently https://t.co/0TQxnXkyCK
741,@FedEx @LifeLineScreening @LifeLock @Simpisafe @Allied @MedicalConciegereNetwork.....U all support the #NRA!  W… https://t.co/yO3XWltpDh
742,The Big Difference Between the Ads People #Love and Ads People #Hate - @contently https://t.co/ityowZg3g5
743,"#Darkness cannot drive out darkness but #light can do so.

#Hate cannot drive out hate but #love can do so.… https://t.co/mV9PnN12fJ"
744,Watch: Sharks players playfully dump all over the City of Winnipeg #hate https://t.co/ZMYrsan8Ss
745,#NEWSFLASH #TVNEWS 🎶“#God I #hate those frickin’ #zombies. They keep #eating all my friends and #family.”🎶 Tune in… https://t.co/2ZaVtAkcBN
746, @MisRed9: @HillaryClinton Where R My Mothers rights?To watch TV without seeing #MediaGold #DumbDonald Spreading #Hate All Over it🤬#HateS…
747,You are not a #bestfriend if you both don't #hate each other when you#meet at the #first #time 😉
748, @HateCrimeTeam: #hate #crime #sgt today received refresher training on #ModernDaySlavery . Excellent session! #thanks & well done to tra…
749,Loads of snow due next week😔 NO!!! I'm so done with this cold winter ❄🍃 #winter #stvweather #snow #cold #hate
750,"Self-tape on the loo! This is new! It’s ok I’m waiting on a pregnancy test result!  

#actor #manchester… https://t.co/8CjpnT3sGi"
751, @SpecGhost: #Guidelines for countering #Online #HateSpeech.#Hater #Hate #Hejt #MowaNienawiści #Dziennikarstwo #Journalism #Media https:/…
752,The man is representing America people. What the hell have you done? #Trump #hate #idiot https://t.co/0vHCVbn84J
753,@DLoesch #TypicalGreedOverPeople All you have are #Lies & #Hate https://t.co/2xnOvYfBJh
754,Disgusting human being who has no relationship with the truth. #Trump #ConMan #hate https://t.co/Tz5UybR69h
755, @SimonClaydon: Anyone else notice #Trump & #CPAC2018 using @RollingStones music to promote #Hate #GunViolence #Discrimination #ArmingTea…
756,It appears #logic and #commonsense are relative to one's #intelligence. A difference of #opinion is not #hate.… https://t.co/p0xVIPrLWW
757,Fun Fact: Feminism has never meant hating masculinity to me. I'm a gay male - I love men. I see power in both energ… https://t.co/FJzQRmr5s3
758,@NolteNC @CNN @jaketapper media circus is all CNN is. The #Hate and Divide they spew is really special.
759,Wow the amount of #Hate coming from #Twitter #Advertising is simply incredible. Blocking all #advertisement after… https://t.co/tpULLAxwla
760, @SimonClaydon: Anyone else notice #Trump & #CPAC2018 using @RollingStones music to promote #Hate #GunViolence #Discrimination #ArmingTea…
761, @atlantamcd: MSM you need to call out #CPAC2018 for what it is. A #hate group. #HateSpeech
762,@MiamiHerald People have way to much time on their hands. How can find the time to #hate? The worlds would be such… https://t.co/aZknM9rDpi
763,#fridayfeeling #FridayMotivation #FridayMorning Biggest lesson i ever learned is get rid of any #hate that you have in your heart and soul.
764," @neilinozone: the #NeverTrump never stop spewing their #hate...

#CPAC2018 #TheSnake https://t.co/q6KEtVzNZX"
765,Hey #Donnie @realDonaldTrump #LyingAgain All you have are #Lies & #Hate & #LittleHands https://t.co/x4jQ4Uqlql
766," @neilinozone: the #NeverTrump never stop spewing their #hate...

#CPAC2018 #TheSnake https://t.co/q6KEtVzNZX"
767,The number of #hate groups has increased across the United States https://t.co/wZtqYMCaZv #Florida @BrendaMedinar @MiamiHerald
768,I don’t #Hate #Uhuru #But… RAILA’s #Friend #Magufuli now #Confesses as the two #Meet in #KAMPALA to #Iron out… https://t.co/ANItBmCVB5
769,Hate: 2018's biggest trend introduced by a humanoid! 🤖 #advertising #creative #marketing #hateisso2018 #hate #2018… https://t.co/cPljmlShDj
770,@realDonaldTrump It’s sad that our president can’t even honor a great Christian leader with kind words without hate… https://t.co/S2OpdodPie
771, @atlantamcd: MSM you need to call out #CPAC2018 for what it is. A #hate group. #HateSpeech
